source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
fsq,[Retail > Adult Store],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Retail Adult Store,,,47|4721|47217|47761|47219,"Retail Trade || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.361967|0.343368|0.337035|0.316991|0.312636,0.361967,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Financial Service > Banking and Finance],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Business and Professional Services Financial Service Banking and Finance,,,941|64|66|829|649,"Activities of business, employers and professional membership organizations || Financial Service Activities, except Insurance and Pension Funding || Activities Auxiliary to Financial Service and Insurance Activities || Business support service activities n.e.c. || Other financial service activities, except insurance and pension funding activities",0.321362|0.287059|0.272435|0.269831|0.262842,0.321362,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Bakery, 'Dining and Drinking > Cafe, Coffee, and Tea House > Café']",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Dining and Drinking Bakery, 'Dining and Drinking Cafe, Coffee, and Tea House Café",,,10760|1076|11054|01634|1071,Processing of coffee and tea || Processing of coffee and tea || Manufacture of bottled drinking water || Preparation of coffee and cocoa beans || Manufacture of bakery products,0.432261|0.432261|0.299993|0.192198|0.180241,0.432261,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Office > Corporate Amenity],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Business and Professional Services Office Corporate Amenity,,,941|82|702|70200|7020,"Activities of business, employers and professional membership organizations || Office Administrative, Office Support and Other Business Support Activities || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.376810|0.280830|0.265535|0.265535|0.265535,0.376810,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Winery],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Dining and Drinking Winery,,,11054|23102|11051|6412|1102,"Manufacture of bottled drinking water || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Manufacture of sports and energy drink || Other banking || Manufacture of wines",0.424714|0.237588|0.113163|0.093391|0.091236,0.424714,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Fashion Retail > Clothing Store, Retail > Boutique]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Retail Fashion Retail Clothing Store, Retail Boutique",,,74101|47711|4771|47719|47,"Fashion design activities || Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail Trade",0.345492|0.318710|0.295596|0.288784|0.276694,0.345492,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Health and Beauty Service > Hair Salon, Business and Professional Services > Health and Beauty Service > Nail Salon]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Business and Professional Services Health and Beauty Service Hair Salon, Business and Professional Services Health and Beauty Service Nail Salon",,,941|96220|9622|829|R,"Activities of business, employers and professional membership organizations || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Business support service activities n.e.c. || Human Health and Social Work Activities",0.328352|0.267540|0.267540|0.266676|0.249935,0.328352,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Lodging > Hotel, Community and Government > Residential Building > Apartment or Condo]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Travel and Transportation Lodging Hotel, Community and Government Residential Building Apartment or Condo",,,55104|41|410|4100|41001,Operation of apartment hotels || Construction of Residential and Non-residential Buildings || Construction of residential and non-residential buildings || Construction of residential and non-residential buildings || Construction of residential buildings,0.292422|0.229459|0.229459|0.229459|0.210103,0.292422,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Bike Rental],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Travel and Transportation Bike Rental,,,7911|79110|522|H|7990,Travel agency activities || Travel agency activities || Support activities for transportation || Transportation and Storage || Other travel related activities,0.340020|0.340020|0.332165|0.326814|0.325929,0.340020,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Government Building > Embassy or Consulate],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Community and Government Government Building Embassy or Consulate,,,84113|84112|64121|842|301,"Public administration, local government || Public administration, regional government || Universal banking, including specialized government banking || Provision of services to the community as a whole || Building of ships and boats",0.353875|0.348639|0.279141|0.162363|0.149432,0.353875,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Creperie],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Dining and Drinking Creperie,,,11054|23102|11051|6412|B,"Manufacture of bottled drinking water || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Manufacture of sports and energy drink || Other banking || Mining and Quarrying",0.417037|0.235857|0.105044|0.089525|0.077150,0.417037,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Performing Arts Venue > Music Venue > Rock Club],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Arts and Entertainment Performing Arts Venue Music Venue Rock Club,,,902|9020|90|903|90390,Activities of performing arts || Activities of performing arts || Arts Creation and Performing Arts Activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts,0.553197|0.553197|0.499890|0.447497|0.431935,0.553197,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > Fraternity House],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Community and Government Education College and University Fraternity House,,,85|Q|84113|64121|84112,"Education || Education || Public administration, local government || Universal banking, including specialized government banking || Public administration, regional government",0.312042|0.312042|0.235825|0.233516|0.232708,0.312042,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Office, Business and Professional Services > Office > Coworking Space]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Business and Professional Services Office, Business and Professional Services Office Coworking Space",,,941|82|702|7020|70200,"Activities of business, employers and professional membership organizations || Office Administrative, Office Support and Other Business Support Activities || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.398949|0.294088|0.276267|0.276267|0.276267,0.398949,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Food and Beverage Retail > Grocery Store, Retail > Convenience Store]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Retail Food and Beverage Retail Grocery Store, Retail Convenience Store",,,56|47114|56400|564|5640,Food and Beverage Service Activities || Retail selling in convenience stores || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities,0.490814|0.431801|0.357921|0.357921|0.357921,0.490814,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Basketball Court],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Community and Government Education College and University College Basketball Court,,,85|Q|84113|64121|84112,"Education || Education || Public administration, local government || Universal banking, including specialized government banking || Public administration, regional government",0.302552|0.302552|0.221857|0.221303|0.219214,0.302552,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Lodging > Inn],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Travel and Transportation Lodging Inn,,,7911|79110|522|H|799,Travel agency activities || Travel agency activities || Support activities for transportation || Transportation and Storage || Other travel related activities,0.386819|0.386819|0.374719|0.368733|0.367836,0.386819,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Food and Beverage Retail > Supermarket, Retail > Food and Beverage Retail > Grocery Store]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Retail Food and Beverage Retail Supermarket, Retail Food and Beverage Retail Grocery Store",SUBTREE,56,56|56400|5640|564|4631,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Wholesale of food and beverages,0.639837|0.466827|0.466827|0.466827|0.386426,0.639837,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Business and Professional Services > Construction],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Business and Professional Services Construction,,,941|F|7020|702|70200,"Activities of business, employers and professional membership organizations || Construction || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.419531|0.373814|0.301728|0.301728|0.301728,0.419531,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Lodging > Hotel, Travel and Transportation > Lodging > Inn]",3,0.00010565612453335212,psic,rev5,,,exact,,,category,"Travel and Transportation Lodging Hotel, Travel and Transportation Lodging Inn",,,7911|79110|522|H|799,Travel agency activities || Travel agency activities || Support activities for transportation || Transportation and Storage || Other travel related activities,0.380875|0.380875|0.368316|0.362412|0.361864,0.380875,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Roof Deck],3,0.00010565612453335212,psic,rev5,,,exact,,,category,Landmarks and Outdoors Roof Deck,,,73102|73101|9321|93210|26200,"Billboard and outdoor advertising activities || Activities of advertising agency, except billboard and outdoor advertising activities || Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Manufacture of computers and peripheral equipment and accessories",0.184667|0.130619|0.118247|0.118247|0.099900,0.184667,retrieval:candidates,REVIEW_CANDIDATES
